response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,indcol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
ROBOT_9B838FEA,2026-05-03 01:22:00,2026-05-03 01:23:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,8.0,8.0,5.0,-1.0,-1.0,7.0,-1.0,-1.0,7.0,-1.0,-2.0,10.0,-1.0,-1.0,-2.0,,,,9.0,8.0,8.0,9.0,8.0,8.0,7.0,6.0,5.0,9.0,2.0,9.0,2.0,10.0,0.0,True,True,True,True,3.0,0.421875,0.328125,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,24,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,6,5,4,5,3,8,7,7,7,7,7,7,ROBOT_9B838FEA,0.0,-6.0,0.0,-6.0,3.0,-6.0,,,,,,,,,,,,,,,,,,
ROBOT_39F171FE,2026-05-03 01:23:00,2026-05-03 01:23:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,7.0,3.0,1.0,-1.0,6.0,1.0,-1.0,5.0,1.0,-1.0,6.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,7.0,8.0,9.0,7.0,4.0,5.0,3.0,9.0,3.0,9.0,4.0,6.0,0.0,True,False,True,False,3.0,0.4322916666666667,0.3229166666666667,0.3776041666666667,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,41,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_39F171FE,1.0,-6.0,1.0,-5.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_F1DA657D,2026-05-03 01:23:00,2026-05-03 01:24:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,9.0,5.0,0.0,1.0,7.0,0.0,0.0,4.0,-2.0,3.0,13.0,0.0,0.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,10.0,9.0,2.0,9.0,5.0,15.0,2.0,True,True,True,True,3.0,0.4583333333333333,0.3645833333333333,0.4114583333333333,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,34,1,I CONSENT to participate in this study,63,5,5,47,7,8,7,6,5,6,5,9,8,8,7,8,7,8,ROBOT_F1DA657D,1.0,-6.0,0.0,-4.0,8.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_7DC18FE5,2026-05-03 01:24:00,2026-05-03 01:24:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,6.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,2.0,10.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,6.0,8.0,7.0,5.0,7.0,6.0,3.0,6.0,5.0,8.0,3.0,8.0,3.0,10.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.4166666666666667,0.4479166666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,4,3,5,4,8,7,6,7,6,5,5,ROBOT_7DC18FE5,2.0,-5.0,3.0,-4.0,7.0,-6.0,,,,,,,,,,,,,,,,,,
ROBOT_05AAF1B2,2026-05-03 01:24:00,2026-05-03 01:25:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,4.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,8.0,1.0,8.0,1.0,4.0,0.0,True,True,True,True,3.0,0.4635416666666667,0.3020833333333333,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,29,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,4,6,3,8,7,7,7,8,7,8,ROBOT_05AAF1B2,0.0,-7.0,0.0,-7.0,0.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_32DAFC7D,2026-05-03 01:25:00,2026-05-03 01:25:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,5.0,5.0,0.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_32DAFC7D,1.0,-5.0,1.0,-5.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ROBOT_2FC3B9CD,2026-05-03 01:25:00,2026-05-03 01:26:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,6.0,7.0,5.0,1.0,-1.0,7.0,1.0,-1.0,5.0,1.0,-2.0,8.0,-1.0,-1.0,-2.0,Bill ≥ Clark,CH < CC,DIV ≤ CC,6.0,7.0,5.0,7.0,8.0,6.0,5.0,6.0,3.0,8.0,1.0,8.0,3.0,8.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.33333333333333337,0.40625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,63,5,5,47,8,7,8,6,5,7,6,9,8,7,8,9,8,9,ROBOT_2FC3B9CD,2.0,-6.0,1.0,-5.0,3.0,-6.0,,,,,,,,,,,,,,,,,,
ROBOT_19E34296,2026-05-03 01:26:00,2026-05-03 01:26:00,trolley,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,6.0,2.0,1.0,-1.0,6.0,1.0,0.0,5.0,1.0,0.0,2.0,-1.0,0.0,0.0,Bill > Clark,CH > CC,DIV < CC,6.0,7.0,5.0,5.0,6.0,5.0,1.0,2.0,1.0,7.0,1.0,6.0,1.0,2.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4427083333333333,0.4921875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,12,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,5,ROBOT_19E34296,1.0,-6.0,1.0,-5.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_B8176EDD,2026-05-03 01:26:00,2026-05-03 01:27:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,8.0,8.0,5.0,1.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,8.0,8.0,9.0,8.0,5.0,10.0,5.0,9.0,1.0,9.0,9.0,15.0,0.0,True,True,True,True,3.0,0.6354166666666667,0.48958333333333337,0.5625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,34,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,2,6,1,7,3,1,7,1,5,5,ROBOT_B8176EDD,1.0,-8.0,1.0,0.0,10.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_EC6D1EDF,2026-05-03 01:27:00,2026-05-03 01:27:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,5.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-1.0,1.0,8.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV > CC,9.0,8.0,9.0,9.0,8.0,9.0,6.0,5.0,7.0,9.0,3.0,9.0,4.0,8.0,0.0,True,False,True,False,3.0,0.4010416666666667,0.28125,0.34114583333333337,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,40,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,8,8,6,7,8,6,7,ROBOT_EC6D1EDF,0.0,-5.0,0.0,-4.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_1A88F8AF,2026-05-03 01:27:00,2026-05-03 01:28:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,7.0,8.0,10.0,1.0,-1.0,7.0,0.0,-1.0,5.0,5.0,-5.0,20.0,-1.0,-1.0,-5.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,7.0,9.0,9.0,8.0,15.0,20.0,10.0,9.0,2.0,9.0,4.0,25.0,5.0,True,True,True,True,3.0,0.4427083333333333,0.3125,0.37760416666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,34,1,I CONSENT to participate in this study,63,5,5,47,8,7,7,6,5,7,6,9,8,8,8,9,9,9,ROBOT_1A88F8AF,1.0,-7.0,0.0,-5.0,10.0,-15.0,,,,,,,,,,,,,,,,,,
ROBOT_893BC4AC,2026-05-03 01:28:00,2026-05-03 01:28:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,7.0,6.0,5.0,1.0,0.0,5.0,1.0,0.0,5.0,2.0,0.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,7.0,6.0,7.0,6.0,5.0,7.0,5.0,8.0,3.0,8.0,3.0,10.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.4010416666666667,0.4401041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,12,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_893BC4AC,1.0,-5.0,2.0,-4.0,5.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_11A22FFD,2026-05-03 01:28:00,2026-05-03 01:28:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,7.0,3.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,7.0,7.0,8.0,7.0,3.0,4.0,3.0,8.0,1.0,8.0,1.0,4.0,2.0,True,True,True,True,3.0,0.4791666666666667,0.3125,0.39583333333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,28,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,4,6,5,8,7,6,7,8,8,8,ROBOT_11A22FFD,1.0,-7.0,1.0,-7.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_3371CC91,2026-05-03 01:28:00,2026-05-03 01:29:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,6.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,6.0,7.0,7.0,6.0,7.0,7.0,1.0,2.0,2.0,8.0,1.0,8.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4322916666666667,0.3229166666666667,0.3776041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,31,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_3371CC91,2.0,-6.0,2.0,-6.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_5A29AA7C,2026-05-03 01:29:00,2026-05-03 01:30:00,trolley,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,6.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,7.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.4010416666666667,0.4401041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,12,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_5A29AA7C,1.0,-6.0,1.0,-5.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_B4A6D629,2026-05-03 10:20:00,2026-05-03 10:20:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,7.0,7.0,3.0,0.0,-1.0,6.0,0.0,-2.0,5.0,1.0,-1.0,6.0,-1.0,-2.0,-1.0,Bill > Clark,CH > CC,DIV ≤ CC,8.0,8.0,7.0,9.0,9.0,7.0,4.0,5.0,3.0,9.0,3.0,9.0,4.0,6.0,0.0,True,False,True,False,3.0,0.4322916666666667,0.3229166666666667,0.3776041666666667,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,43,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_B4A6D629,1.0,-5.0,0.0,-5.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_F2CA30C9,2026-05-03 10:20:00,2026-05-03 10:21:00,firework,high,8403259,True,CC-CH-DIV,CC,CH,DIV,7.0,8.0,10.0,2.0,1.0,6.0,1.0,1.0,1.0,5.0,10.0,20.0,1.0,1.0,5.0,Bill > Clark,CH > CC,DIV > CC,7.0,9.0,8.0,8.0,9.0,9.0,10.0,15.0,20.0,9.0,3.0,9.0,8.0,25.0,5.0,True,True,True,True,3.0,0.4166666666666667,0.41145833333333337,0.4140625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,36,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,8,7,8,6,9,8,7,8,9,8,9,ROBOT_F2CA30C9,2.0,-6.0,1.0,-1.0,15.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_A25DF3E0,2026-05-03 10:21:00,2026-05-03 10:21:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,5.0,-1.0,0.0,6.0,-1.0,0.0,6.0,-2.0,0.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,7.0,8.0,8.0,7.0,8.0,7.0,5.0,7.0,9.0,3.0,9.0,3.0,10.0,0.0,True,False,True,False,3.0,0.4791666666666667,0.4010416666666667,0.4401041666666667,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_A25DF3E0,1.0,-4.0,1.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_83E6097B,2026-05-03 12:39:00,2026-05-03 12:40:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,8.0,5.0,5.0,0.0,-1.0,7.0,0.0,-4.0,7.0,0.0,-5.0,10.0,-1.0,-4.0,-5.0,Bill ≥ Clark,CH > CC,DIV < CC,9.0,9.0,8.0,9.0,9.0,5.0,10.0,10.0,5.0,9.0,2.0,9.0,2.0,10.0,0.0,True,True,True,True,3.0,0.4166666666666667,0.23958333333333331,0.328125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,33,1,I CONSENT to participate in this study,8403259,5,5,47,6,5,6,4,3,4,3,8,7,7,6,8,7,8,ROBOT_83E6097B,0.0,-7.0,0.0,-7.0,0.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_E1653508,2026-05-03 12:40:00,2026-05-03 12:41:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,5.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-1.0,1.0,8.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV > CC,9.0,8.0,9.0,9.0,8.0,9.0,6.0,5.0,7.0,9.0,3.0,9.0,4.0,8.0,0.0,True,False,True,False,3.0,0.4322916666666667,0.3020833333333333,0.3671875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,40,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,6,7,ROBOT_E1653508,0.0,-5.0,0.0,-4.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_8DCC8419,2026-05-03 12:41:00,2026-05-03 12:41:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,9.0,10.0,1.0,2.0,7.0,1.0,1.0,6.0,2.0,7.0,20.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,15.0,9.0,2.0,9.0,3.0,20.0,0.0,True,False,True,False,3.0,0.4479166666666667,0.33333333333333337,0.390625,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,36,1,I CONSENT to participate in this study,63,5,5,47,8,7,8,6,5,7,6,9,8,9,8,9,8,9,ROBOT_8DCC8419,2.0,-6.0,1.0,-6.0,12.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_C09C094F,2026-05-03 12:41:00,2026-05-03 12:41:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,7.0,6.0,5.0,1.0,0.0,5.0,1.0,0.0,5.0,2.0,0.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,7.0,6.0,7.0,6.0,5.0,7.0,5.0,8.0,3.0,8.0,3.0,10.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4010416666666667,0.47135416666666674,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,7,6,5,6,6,5,5,ROBOT_C09C094F,1.0,-5.0,2.0,-4.0,5.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_18F479E6,2026-05-03 12:41:00,2026-05-03 12:42:00,trolley,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,3.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,Bill > Clark,CH < CC,DIV > CC,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,9.0,1.0,9.0,1.0,4.0,0.0,True,True,True,True,3.0,0.4166666666666667,0.2708333333333333,0.34375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,29,1,I CONSENT to participate in this study,8403259,5,5,47,6,5,6,4,3,5,4,8,7,6,7,8,7,8,ROBOT_18F479E6,1.0,-7.0,1.0,-7.0,1.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_78AE1690,2026-05-03 12:42:00,2026-05-03 12:42:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,6.0,6.0,1.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,7.0,2.0,7.0,2.0,2.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_78AE1690,1.0,-5.0,1.0,-5.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_C0AB55C9,2026-05-03 12:42:00,2026-05-03 12:43:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,5.0,7.0,2.0,1.0,-1.0,6.0,1.0,0.0,5.0,2.0,-1.0,5.0,-1.0,0.0,-1.0,Bill ≥ Clark,CH > CC,DIV < CC,6.0,7.0,5.0,7.0,8.0,7.0,3.0,5.0,2.0,8.0,2.0,8.0,3.0,6.0,1.0,True,True,True,True,3.0,0.421875,0.27083333333333337,0.3463541666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,27,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,8,5,4,6,5,8,9,7,9,9,8,9,ROBOT_C0AB55C9,2.0,-5.0,1.0,-5.0,3.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_EEC2B78B,2026-05-03 12:43:00,2026-05-03 12:43:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,5.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,-1.0,5.0,0.0,0.0,-1.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,6.0,6.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,7.0,1.0,5.0,0.0,True,True,True,True,3.0,0.4947916666666667,0.359375,0.42708333333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,7,8,6,6,7,5,6,ROBOT_EEC2B78B,1.0,-6.0,1.0,-6.0,1.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_F885479A,2026-05-03 12:43:00,2026-05-03 12:44:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,7.0,0.0,1.0,7.0,0.0,1.0,7.0,0.0,3.0,15.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,7.0,7.0,10.0,9.0,2.0,9.0,2.0,15.0,0.0,True,True,True,True,3.0,0.6197916666666667,0.5677083333333334,0.59375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,51,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,3,2,5,1,7,5,1,6,1,2,2,ROBOT_F885479A,1.0,-6.0,1.0,-6.0,8.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_0484FF0A,2026-05-03 12:44:00,2026-05-03 12:45:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,7.0,3.0,1.0,-1.0,6.0,1.0,-1.0,5.0,1.0,-1.0,6.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV ≤ CC,8.0,9.0,7.0,8.0,9.0,7.0,4.0,5.0,3.0,9.0,3.0,9.0,4.0,6.0,0.0,True,False,True,False,3.0,0.4479166666666667,0.3020833333333333,0.375,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,39,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_0484FF0A,1.0,-6.0,1.0,-5.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_C3857D4F,2026-05-03 12:45:00,2026-05-03 12:45:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,5.0,0.0,1.0,7.0,0.0,1.0,6.0,-2.0,3.0,15.0,0.0,0.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,7.0,5.0,10.0,9.0,2.0,9.0,3.0,15.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.31770833333333337,0.3984375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,35,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,5,8,9,7,8,9,8,9,ROBOT_C3857D4F,1.0,-6.0,1.0,-5.0,8.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_735E3739,2026-05-03 12:45:00,2026-05-03 12:46:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,5.0,-1.0,0.0,6.0,-1.0,0.0,6.0,-2.0,1.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH < CC,DIV > CC,8.0,7.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,9.0,3.0,9.0,3.0,10.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4166666666666667,0.47916666666666674,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,4,7,6,6,5,6,5,5,ROBOT_735E3739,1.0,-4.0,1.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
