response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,incdol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
R_7PRhN9mH71Xypv9,2026-03-14 11:48:00,2026-03-14 12:15:00,firework,high,8405259,False,CH-CC-DIV,CH,CC,DIV,7.0,8.0,10.0,-1.0,-1.0,5.0,2.0,0.0,2.0,2.0,-1.0,7.0,-1.0,0.0,-1.0,Bill > Clark,CH > CC,DIV < CC,8.0,7.0,7.0,6.0,8.0,6.0,8.0,10.0,7.0,8.0,3.0,7.0,5.0,10.0,3.0,True,True,True,True,3.0,0.421875,0.375,0.3984375,True,20,Male,White,Moderate,1607.0,1,I CONSENT to participate in this study,8405259,5,5,47,(7) agree,6,6,(5) neither agree nor disagree,(3) disagree,6,2,8,(7) agree,8,6,(5) neither agree nor disagree,8,(5) neither agree nor disagree,94881,0.0,-4.0,1.0,-3.0,2.0,-7.0,110.317,145.116,34.79900000000002,5.28,212.327,207.047,59.547,148.312,88.76500000000001,21.972,66.175,44.202999999999996,31.47,64.119,32.649,18.189,81.181,62.992
R_32JBFMWTivC3m1t,2026-03-14 14:14:00,2026-03-14 14:31:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,5.0,4.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,Bill ≤ Clark,CH ≤ CC,DIV < CC,5.0,7.0,6.0,4.0,8.0,6.0,0.0,5.0,2.0,7.0,6.0,7.0,7.0,2.0,2.0,True,True,True,True,1.0,0.453125,0.3489583333333333,0.40104166666666663,True,19,Female,White,Liberal/progressive,1059.0,0.899999976,I CONSENT to participate in this study,63,10,100,47,(7) agree,(5) neither agree nor disagree,(7) agree,(7) agree,(3) disagree,6,(1) totally disagree,(7) agree,(7) agree,(7) agree,6,(5) neither agree nor disagree,(9) totally agree,6,93928,2.0,-1.0,3.0,-1.0,2.0,-3.0,216.248,282.382,66.13400000000001,33.617,54.234,20.617000000000004,66.64,74.606,7.965999999999994,44.168,55.534,11.366,19.495,34.813,15.318000000000001,7.377,15.277,7.8999999999999995
R_3Nho2C1vCzgNQqw,2026-03-14 14:06:00,2026-03-14 14:48:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,6.0,7.0,0.0,3.0,1.0,6.0,2.0,0.0,5.0,5.0,1.0,5.0,1.0,0.0,1.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,6.0,9.0,7.0,7.0,9.0,7.0,0.0,5.0,1.0,9.0,3.0,9.0,4.0,5.0,0.0,True,True,True,True,3.0,0.5625,0.5052083333333333,0.5338541666666666,True,19,Female,White,Moderate,2483.0,,I CONSENT to participate in this study,8403259,5,5,47,(7) agree,4,(9) totally agree,8,8,8,(7) agree,(5) neither agree nor disagree,4,6,(7) agree,6,(9) totally agree,8,94364,3.0,-6.0,2.0,-5.0,5.0,-5.0,136.885,990.085,853.2,21.012,54.827,33.815,95.209,103.061,7.852000000000004,28.407,34.39,5.9830000000000005,8.021,20.856,12.835,12.1,42.918,30.817999999999998
R_5JUycpxKSpts41h,2026-03-14 20:26:00,2026-03-14 20:38:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,7.0,8.0,8.0,-1.0,0.0,7.0,-1.0,0.0,8.0,0.0,2.0,11.0,-1.0,-1.0,0.0,Bill > Clark,CH < CC,DIV < CC,7.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,1.0,9.0,1.0,11.0,0.0,True,True,True,True,3.0,0.453125,0.296875,0.375,True,19,Female,White,Conservative,683.0,1,I CONSENT to participate in this study,63,5,5,47,(7) agree,(7) agree,6,(5) neither agree nor disagree,(3) disagree,6,(5) neither agree nor disagree,6,(7) agree,(9) totally agree,(7) agree,(9) totally agree,(7) agree,8,94056,1.0,-5.0,1.0,-6.0,5.0,-6.0,6.07,44.656,38.586,7.451,48.802,41.351,6.026,69.159,63.13300000000001,6.122,57.656,51.534,6.69,49.259,42.569,7.307,39.257,31.949999999999996
R_3eF6mERyML0ppxT,2026-03-14 20:28:00,2026-03-14 20:40:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,9.0,9.0,25.0,5.0,5.0,3.0,5.0,5.0,3.0,25.0,25.0,10.0,5.0,5.0,25.0,Bill > Clark,CH ≥ CC,DIV ≥ CC,4.0,9.0,9.0,4.0,9.0,9.0,0.0,25.0,25.0,9.0,6.0,9.0,6.0,25.0,15.0,True,False,True,False,0.0,0.375,0.2708333333333333,0.32291666666666663,False,18,Female,Asian,Nonpolitical,681.0,1,I CONSENT to participate in this study,63,10,100,24,6,4,8,(5) neither agree nor disagree,(1) totally disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,(9) totally agree,8,8,(7) agree,8,8,94086,5.0,-3.0,5.0,-3.0,25.0,-10.0,53.784,73.551,19.767000000000003,112.637,137.837,25.19999999999999,87.457,95.624,8.167000000000002,11.463,20.746,9.283,17.596,24.441,6.844999999999999,9.602,28.701,19.099
R_6qgQyg0L8nvbwtz,2026-03-15 09:46:00,2026-03-15 10:04:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,5.0,6.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,4.0,8.0,1.0,0.0,0.0,Bill > Clark,CH ≥ CC,DIV > CC,7.0,8.0,9.0,5.0,5.0,8.0,6.0,6.0,10.0,9.0,7.0,9.0,7.0,13.0,5.0,True,True,True,True,3.0,0.421875,0.4583333333333333,0.44010416666666663,True,18,Female,White,Liberal/progressive,1077.0,1,I CONSENT to participate in this study,8403259,5,5,47,(7) agree,(5) neither agree nor disagree,(7) agree,(7) agree,(1) totally disagree,(5) neither agree nor disagree,(3) disagree,(7) agree,(7) agree,8,(7) agree,4,(7) agree,(3) disagree,93267,2.0,-1.0,4.0,2.0,7.0,-1.0,83.73,130.427,46.69699999999999,112.297,167.897,55.599999999999994,69.213,95.642,26.429000000000002,27.735,45.682,17.947000000000003,39.345,67.487,28.141999999999996,10.556,30.372,19.816000000000003
R_5VHgtTsJFtZd7J7,2026-03-15 11:55:00,2026-03-15 12:09:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,9.0,8.0,25.0,-2.0,0.0,4.0,0.0,-1.0,4.0,0.0,0.0,25.0,-2.0,-1.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≤ CC,9.0,7.0,9.0,9.0,9.0,8.0,25.0,25.0,25.0,9.0,5.0,9.0,5.0,25.0,0.0,True,True,False,False,0.0,0.4375,0.3854166666666667,0.41145833333333337,False,19,Female,White,Liberal/progressive,835.0,1,I CONSENT to participate in this study,63,10,100,24,8,(7) agree,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(3) disagree,(5) neither agree nor disagree,8,8,(7) agree,(9) totally agree,(5) neither agree nor disagree,(7) agree,(7) agree,94895,0.0,-2.0,0.0,-4.0,0.0,-25.0,85.707,95.908,10.201000000000008,67.89,81.34,13.450000000000003,130.111,162.777,32.666,44.964,69.913,24.948999999999998,28.274,41.957,13.683,13.225,39.892,26.667
R_7n0IDoZ3mpfpeUG,2026-03-15 12:38:00,2026-03-15 12:46:00,firework,high,34085209,False,CC-DIV-CH,CC,DIV,CH,7.0,8.0,15.0,1.0,0.0,5.0,0.0,-1.0,5.0,5.0,-5.0,15.0,0.0,-1.0,-5.0,Bill ≥ Clark,CH > CC,DIV > CC,7.0,8.0,7.0,8.0,8.0,7.0,15.0,20.0,10.0,7.0,2.0,7.0,2.0,15.0,0.0,True,True,True,True,0.0,0.421875,0.3854166666666667,0.40364583333333337,True,18,Female,White,Liberal/progressive,473.0,1,I CONSENT to participate in this study,34085209,10,100,24,(7) agree,4,(7) agree,4,4,(5) neither agree nor disagree,(5) neither agree nor disagree,6,(7) agree,(7) agree,(7) agree,6,(7) agree,6,94863,0.0,-6.0,-1.0,-6.0,0.0,-20.0,24.686,61.685,36.999,5.249,42.022,36.772999999999996,7.019,26.162,19.143,6.577,30.646,24.069000000000003,11.66,34.767,23.107000000000003,5.092,38.392,33.300000000000004
R_1zCN39wZdCAVAvS,2026-03-15 13:36:00,2026-03-15 13:51:00,firework,high,8203256,False,DIV-CH-CC,DIV,CH,CC,9.0,7.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Bill ≥ Clark,CH > CC,DIV < CC,9.0,9.0,9.0,6.0,8.0,7.0,0.0,1.0,0.0,8.0,3.0,8.0,7.0,1.0,1.0,True,True,True,True,2.0,0.515625,0.4583333333333333,0.48697916666666663,True,18,Male,Asian,Conservative,920.0,0.800000012,I CONSENT to participate in this study,8203256,5,100,47,8,(7) agree,6,(5) neither agree nor disagree,(7) agree,8,4,(7) agree,6,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,8,93975,-1.0,-6.0,2.0,-1.0,1.0,0.0,25.861,55.849,29.987999999999996,109.474,122.599,13.125,172.005,214.973,42.96800000000002,18.878,38.63,19.752000000000002,28.841,47.437,18.595999999999997,14.808,28.937,14.129000000000001
R_6PAdTvljZWJ916L,2026-03-15 14:14:00,2026-03-15 14:31:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,3.0,3.0,1.0,1.0,4.0,6.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,3.0,4.0,7.0,3.0,3.0,6.0,1.0,1.0,4.0,7.0,1.0,7.0,7.0,4.0,2.0,True,True,True,True,2.0,0.53125,0.359375,0.4453125,True,18,Female,White,Liberal/progressive,1024.0,1,I CONSENT to participate in this study,63,10,5,47,(7) agree,(7) agree,8,(7) agree,(3) disagree,6,(3) disagree,(7) agree,(7) agree,(7) agree,(7) agree,6,(7) agree,8,94811,4.0,-3.0,4.0,4.0,3.0,1.0,58.82,217.16,158.34,69.329,118.598,49.269000000000005,66.601,84.327,17.726,28.28,55.127,26.847,13.441,67.648,54.206999999999994,30.915,49.657,18.741999999999997
R_5lntUfnuoKSxVm9,2026-03-15 14:36:00,2026-03-15 14:47:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,15.0,4.0,3.0,1.0,4.0,3.0,1.0,7.0,4.0,20.0,3.0,3.0,4.0,Bill ≥ Clark,CH ≥ CC,DIV > CC,4.0,8.0,7.0,4.0,8.0,7.0,8.0,15.0,12.0,9.0,8.0,9.0,8.0,30.0,10.0,True,True,True,True,3.0,0.609375,0.3697916666666667,0.48958333333333337,True,20,Male,White,Liberal/progressive,664.0,1,I CONSENT to participate in this study,63,5,5,47,(7) agree,8,(7) agree,(5) neither agree nor disagree,(3) disagree,6,(3) disagree,(7) agree,6,(7) agree,(3) disagree,6,(7) agree,6,93466,5.0,0.0,5.0,0.0,22.0,-5.0,29.544,43.112,13.568000000000001,58.154,78.172,20.017999999999994,67.663,78.971,11.308000000000007,12.579,22.003,9.424,124.105,133.726,9.620999999999995,9.259,18.659,9.399999999999999
R_77WXhRzzchWTqsp,2026-03-15 16:12:00,2026-03-15 16:19:00,trolley,high,8403259,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,50.0,0.0,-4.0,-2.0,0.0,-2.0,-2.0,0.0,-30.0,-10.0,-4.0,-2.0,-30.0,Bill > Clark,CH > CC,DIV ≥ CC,8.0,8.0,4.0,8.0,8.0,6.0,50.0,50.0,20.0,7.0,9.0,7.0,9.0,40.0,50.0,True,True,True,True,1.0,0.484375,0.421875,0.453125,True,18,Male,White,Conservative,402.0,1,I CONSENT to participate in this study,8403259,105,100,47,8,(7) agree,(7) agree,(7) agree,(7) agree,8,(5) neither agree nor disagree,(7) agree,6,8,8,(7) agree,8,(9) totally agree,95314,-1.0,1.0,-1.0,1.0,-10.0,0.0,30.773,55.065,24.291999999999998,15.025,23.134,8.109,5.791,20.461,14.669999999999998,10.608,20.924,10.315999999999999,9.125,21.602,12.477,5.784,33.01,27.226
R_3DF6LP9AJT0pNlv,2026-03-15 17:10:00,2026-03-15 17:26:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,9.0,8.0,5.0,0.0,0.0,3.0,0.0,-1.0,3.0,3.0,0.0,4.0,0.0,-1.0,0.0,Bill ≥ Clark,CH > CC,DIV > CC,9.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,5.0,9.0,6.0,9.0,6.0,8.0,4.0,True,True,True,True,1.0,0.5,0.203125,0.3515625,True,20,Male,White,Liberal/progressive,982.0,1,I CONSENT to participate in this study,63,10,5,24,(7) agree,(7) agree,(7) agree,(5) neither agree nor disagree,(1) totally disagree,(3) disagree,4,(7) agree,(7) agree,(7) agree,(7) agree,(9) totally agree,(9) totally agree,6,93483,0.0,-3.0,0.0,-3.0,3.0,-4.0,49.123,63.852,14.729,74.866,89.41,14.543999999999997,133.017,175.753,42.73599999999999,34.37,44.554,10.184000000000005,27.299,48.614,21.314999999999998,7.095,38.16,31.064999999999998
R_35FVusgCd3bRL3P,2026-03-15 19:12:00,2026-03-15 19:56:00,firework,high,840,False,DIV-CC-CH,DIV,CC,CH,5.0,4.0,2.0,-1.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,Bill > Clark,CH ≤ CC,DIV < CC,5.0,4.0,5.0,6.0,4.0,4.0,3.0,2.0,2.0,8.0,8.0,7.0,9.0,5.0,6.0,True,True,True,True,0.0,0.640625,0.4114583333333333,0.5260416666666666,True,18,Female,Self describe: Hispanic,Nonpolitical,2677.0,1,I CONSENT to participate in this study,840,10,100,24,8,8,8,(7) agree,4,6,4,(7) agree,6,4,6,(7) agree,6,(7) agree,94975,3.0,4.0,1.0,5.0,2.0,4.0,224.714,335.946,111.23200000000003,204.069,208.152,4.082999999999998,617.788,651.388,33.60000000000002,9.663,24.829,15.166,4.109,31.659,27.549999999999997,8.362,21.713,13.351
R_7tgQeKlYUbgS78T,2026-03-15 20:13:00,2026-03-15 20:25:00,firework,low,63,True,CC-DIV-CH,CC,DIV,CH,7.0,8.0,3.0,0.0,1.0,7.0,0.0,-2.0,6.0,2.0,1.0,10.0,0.0,-2.0,1.0,Bill < Clark,CH < CC,DIV > CC,7.0,7.0,8.0,8.0,8.0,6.0,3.0,5.0,4.0,9.0,2.0,9.0,3.0,10.0,0.0,True,False,True,False,1.0,0.578125,0.46875,0.5234375,False,18,Male,White,Moderate,719.0,1,I CONSENT to participate in this study,63,10,5,24,(5) neither agree nor disagree,6,6,8,8,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,4,6,(7) agree,8,94353,2.0,-5.0,1.0,-5.0,7.0,-5.0,27.151,87.546,60.39500000000001,10.34,52.646,42.306,5.372,29.776,24.404,6.428,101.407,94.979,5.858,33.443,27.584999999999997,10.919,56.759,45.84
R_6OJiuznaUOmZGAE,2026-03-15 20:25:00,2026-03-15 20:39:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,10.0,2.0,-1.0,-3.0,0.0,-3.0,-4.0,8.0,-1.0,-1.0,-1.0,-3.0,-1.0,Bill > Clark,CH > CC,DIV < CC,5.0,7.0,4.0,7.0,7.0,4.0,2.0,10.0,1.0,4.0,7.0,3.0,7.0,4.0,5.0,True,True,False,False,2.0,0.5,0.453125,0.4765625,False,22,Male,Asian,Moderate,819.0,1,I CONSENT to participate in this study,8403259,10,5,47,(7) agree,6,(7) agree,6,6,(7) agree,6,6,(7) agree,(7) agree,6,8,(7) agree,6,94464,-1.0,0.0,-4.0,0.0,2.0,-5.0,57.709,65.311,7.602000000000004,71.327,267.276,195.949,32.15,40.934,8.783999999999999,28.167,34.618,6.4510000000000005,8.814,67.848,59.034,26.768,34.169,7.400999999999996
R_1tzorXW3YXxqJg6,2026-03-15 21:12:00,2026-03-15 21:21:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,5.0,5.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,3.0,5.0,0.0,0.0,3.0,Bill > Clark,CH > CC,DIV > CC,5.0,5.0,5.0,5.0,5.0,5.0,1.0,10.0,4.0,9.0,7.0,9.0,7.0,25.0,20.0,True,False,True,False,3.0,0.390625,0.4375,0.4140625,False,19,Female,White,Liberal/progressive,542.0,1,I CONSENT to participate in this study,63,5,5,47,8,8,4,8,(7) agree,6,(3) disagree,(7) agree,(9) totally agree,(7) agree,8,(7) agree,(7) agree,(7) agree,94083,4.0,2.0,4.0,2.0,24.0,10.0,16.698,30.579,13.881,8.305,21.704,13.399000000000001,7.603,25.038,17.435000000000002,16.194,24.823,8.629000000000001,16.06,29.522,13.462,78.553,90.887,12.334000000000003
R_6mcarxc4ndgXdS1,2026-03-15 22:44:00,2026-03-15 23:15:00,trolley,high,8403259,True,CC-CH-DIV,CC,CH,DIV,7.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Bill > Clark,CH ≥ CC,DIV ≥ CC,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,9.0,2.0,9.0,9.0,8.0,2.0,True,True,True,True,0.0,0.15625,0.48958333333333337,0.3229166666666667,True,19,Female,White,Liberal/progressive,1874.0,1,I CONSENT to participate in this study,8403259,10,100,6,(3) disagree,2,2,4,2,(1) totally disagree,(3) disagree,(7) agree,(5) neither agree nor disagree,(9) totally agree,(9) totally agree,2,(5) neither agree nor disagree,(1) totally disagree,93360,2.0,-5.0,2.0,2.0,6.0,0.0,188.931,380.448,191.51699999999997,95.771,111.174,15.403000000000006,158.102,180.92,22.817999999999984,58.788,108.407,49.619,49.553,139.936,90.38300000000001,14.56,98.575,84.015
R_5VnjtlcmrLADLkl,2026-03-16 09:50:00,2026-03-16 10:02:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,6.0,5.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,8.0,6.0,5.0,8.0,5.0,0.0,2.0,0.0,8.0,4.0,8.0,4.0,4.0,1.0,True,True,True,True,1.0,0.515625,0.5104166666666667,0.5130208333333334,True,19,Female,White,Moderate,762.0,1,I CONSENT to participate in this study,63,10,5,24,(7) agree,(7) agree,(7) agree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,6,6,(7) agree,(7) agree,(7) agree,(5) neither agree nor disagree,6,(5) neither agree nor disagree,94955,2.0,-4.0,3.0,-4.0,4.0,-1.0,58.238,78.336,20.098,37.573,53.524,15.951,132.909,171.391,38.482,50.288,62.489,12.201,9.186,22.568,13.382000000000001,11.289,28.607,17.317999999999998
R_5icCTwARbZSUk8h,2026-03-16 11:52:00,2026-03-16 12:15:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,9.0,9.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Bill > Clark,CH ≥ CC,DIV ≥ CC,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,9.0,1.0,9.0,9.0,5.0,0.0,True,True,True,True,3.0,0.25,0.3854166666666667,0.31770833333333337,True,18,Female,"Self describe: Half white, half hispanic",Conservative,1394.0,1,I CONSENT to participate in this study,8403259,5,5,47,(3) disagree,(3) disagree,4,(7) agree,(1) totally disagree,(7) agree,(3) disagree,8,(9) totally agree,6,(7) agree,6,(9) totally agree,4,94867,0.0,-8.0,0.0,0.0,0.0,-5.0,73.315,170.581,97.26599999999999,105.55,136.033,30.48299999999999,115.924,186.04,70.11599999999999,109.842,138.441,28.599000000000004,31.255,80.554,49.29900000000001,16.851,39.751,22.9
R_7bDZXaif17mqNyx,2026-03-16 13:23:00,2026-03-16 13:41:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,9.0,10.0,1.0,1.0,4.0,0.0,0.0,4.0,10.0,20.0,30.0,1.0,0.0,10.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,8.0,9.0,9.0,9.0,9.0,9.0,10.0,20.0,30.0,9.0,5.0,9.0,5.0,35.0,5.0,True,True,True,True,0.0,0.34375,0.4635416666666667,0.40364583333333337,True,18,Female,White,Liberal/progressive,1082.0,1,I CONSENT to participate in this study,63,10,100,24,6,6,6,(5) neither agree nor disagree,(3) disagree,(5) neither agree nor disagree,2,(9) totally agree,(9) totally agree,(9) totally agree,(7) agree,(3) disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,93285,1.0,-4.0,0.0,-4.0,25.0,-15.0,203.564,256.562,52.99800000000002,97.87,116.623,18.753,79.148,84.535,5.3870000000000005,36.118,65.768,29.65,33.417,66.951,33.53399999999999,7.883,32.05,24.166999999999998
R_72KZVgSpy32N9RX,2026-03-16 13:33:00,2026-03-16 13:44:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,6.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,7.0,5.0,2.0,2.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≤ CC,6.0,8.0,8.0,6.0,8.0,8.0,1.0,1.0,8.0,7.0,4.0,7.0,6.0,5.0,0.0,True,True,True,True,0.0,0.421875,0.53125,0.4765625,True,19,Female,Self describe: White and Asian,Moderate,658.0,1,I CONSENT to participate in this study,63,310,100,24,6,(5) neither agree nor disagree,(7) agree,8,4,(7) agree,(7) agree,(7) agree,(7) agree,8,(7) agree,(7) agree,(7) agree,4,94050,1.0,-4.0,1.0,-2.0,4.0,-1.0,117.46,132.133,14.673000000000016,57.845,79.987,22.141999999999996,49.953,65.974,16.021,31.457,35.96,4.503,7.968,20.822,12.854,4.86,17.226,12.366
R_6fpTGFllgB6DKmv,2026-03-16 15:52:00,2026-03-16 16:12:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,6.0,7.0,10.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,32.0,40.0,1.0,2.0,2.0,Bill > Clark,CH > CC,DIV > CC,5.0,6.0,8.0,5.0,7.0,8.0,8.0,10.0,40.0,9.0,8.0,9.0,7.0,50.0,10.0,True,True,True,True,3.0,0.53125,0.5416666666666667,0.5364583333333334,True,18,Female,White,Moderate,1151.0,1,I CONSENT to participate in this study,8403259,5,5,47,8,8,(7) agree,(5) neither agree nor disagree,6,6,(3) disagree,(7) agree,8,6,(7) agree,(5) neither agree nor disagree,4,4,94117,4.0,2.0,4.0,0.0,42.0,0.0,44.461,68.827,24.366,144.062,188.246,44.184,72.933,91.216,18.282999999999987,24.534,43.267,18.733000000000004,40.895,70.629,29.734,6.143,16.627,10.483999999999998
R_1y9PiydmRAFS0mT,2026-03-16 18:32:00,2026-03-16 18:56:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,7.0,5.0,2.0,1.0,-1.0,-1.0,1.0,-3.0,1.0,1.0,0.0,0.0,-1.0,-3.0,0.0,Bill > Clark,CH > CC,DIV < CC,8.0,9.0,7.0,8.0,9.0,5.0,2.0,3.0,2.0,8.0,9.0,9.0,8.0,3.0,3.0,True,True,True,True,0.0,0.59375,0.4895833333333333,0.5416666666666666,True,18,Female,White,Moderate,1425.0,0.800000012,I CONSENT to participate in this study,63,10,100,96,8,(9) totally agree,6,8,(3) disagree,6,(9) totally agree,(3) disagree,(9) totally agree,(5) neither agree nor disagree,(7) agree,(7) agree,6,(7) agree,95118,0.0,0.0,1.0,-1.0,1.0,0.0,78.959,107.843,28.884,80.772,134.707,53.93499999999999,315.871,380.321,64.45000000000005,7.503,30.136,22.633,111.043,126.276,15.23299999999999,23.793,68.34,44.547000000000004
R_6oYkjtA4Vgc75ws,2026-03-16 19:00:00,2026-03-16 19:12:00,trolley,high,8430295,False,CH-CC-DIV,CH,CC,DIV,7.0,8.0,2.0,1.0,-1.0,7.0,1.0,-1.0,7.0,1.0,0.0,2.0,-1.0,-1.0,0.0,Bill > Clark,CH > CC,DIV < CC,6.0,7.0,5.0,7.0,8.0,6.0,1.0,2.0,1.0,8.0,1.0,8.0,1.0,2.0,0.0,True,True,True,True,3.0,0.3125,0.515625,0.4140625,True,18,Female,White,Liberal/progressive,738.0,0.800000012,I CONSENT to participate in this study,8430295,5,5,47,(7) agree,6,(5) neither agree nor disagree,8,6,(9) totally agree,6,(9) totally agree,(9) totally agree,(9) totally agree,(7) agree,6,(7) agree,8,93288,2.0,-6.0,1.0,-7.0,1.0,-2.0,10.797,136.747,125.95000000000002,101.533,161.73,60.19699999999999,54.35,74.377,20.026999999999994,9.587,25.273,15.686,6.356,50.307,43.951,5.502,20.352,14.850000000000001
